"ecosystem_type","name2","realm","metric","value"
"Barren","KAUPO","Terrestrial","pct_change_2016_2019",-0.831443688586555
"Barren","KEALALOLOA","Terrestrial","area_km2_2013",0.1
"Barren","KEALALOLOA","Terrestrial","area_km2_2016",0.11
"Barren","KEALALOLOA","Terrestrial","area_km2_2019",0.07
"Barren","KEALALOLOA","Terrestrial","change_km2_2013_2016",0.01
"Barren","KEALALOLOA","Terrestrial","change_km2_2013_2019",-0.03
"Barren","KEALALOLOA","Terrestrial","change_km2_2016_2019",-0.04
"Barren","KEALALOLOA","Terrestrial","dir_2013_2016",1
"Barren","KEALALOLOA","Terrestrial","dir_2013_2019",-1
"Barren","KEALALOLOA","Terrestrial","dir_2016_2019",-1
"Barren","KEALALOLOA","Terrestrial","pct_change_2013_2016",9.99999999999999
"Barren","KEALALOLOA","Terrestrial","pct_change_2013_2019",-30
"Barren","KEALALOLOA","Terrestrial","pct_change_2016_2019",-36.3636363636364
"Barren","KIPAHULU","Terrestrial","area_km2_2013",0.01
"Barren","KIPAHULU","Terrestrial","area_km2_2016",0.01
"Barren","KIPAHULU","Terrestrial","area_km2_2019",0.01
"Barren","KIPAHULU","Terrestrial","change_km2_2013_2016",0
"Barren","KIPAHULU","Terrestrial","change_km2_2013_2019",0
"Barren","KIPAHULU","Terrestrial","change_km2_2016_2019",0
"Barren","KIPAHULU","Terrestrial","dir_2013_2016",0
"Barren","KIPAHULU","Terrestrial","dir_2013_2019",0
"Barren","KIPAHULU","Terrestrial","dir_2016_2019",0
"Barren","KIPAHULU","Terrestrial","pct_change_2013_2016",0
"Barren","KIPAHULU","Terrestrial","pct_change_2013_2019",0
"Barren","KIPAHULU","Terrestrial","pct_change_2016_2019",0
"Barren","KOHALA","Terrestrial","area_km2_2013",391.15
"Barren","KOHALA","Terrestrial","area_km2_2016",390.58
"Barren","KOHALA","Terrestrial","area_km2_2019",390.01
"Barren","KOHALA","Terrestrial","change_km2_2013_2016",-0.569999999999993
"Barren","KOHALA","Terrestrial","change_km2_2013_2019",-1.13999999999999
"Barren","KOHALA","Terrestrial","change_km2_2016_2019",-0.569999999999993
"Barren","KOHALA","Terrestrial","dir_2013_2016",-1
"Barren","KOHALA","Terrestrial","dir_2013_2019",-1
"Barren","KOHALA","Terrestrial","dir_2016_2019",-1
"Barren","KOHALA","Terrestrial","pct_change_2013_2016",-0.145724146746771
"Barren","KOHALA","Terrestrial","pct_change_2013_2019",-0.291448293493541
"Barren","KOHALA","Terrestrial","pct_change_2016_2019",-0.145936811920732
"Barren","KONA HAW","Terrestrial","area_km2_2013",496.36
"Barren","KONA HAW","Terrestrial","area_km2_2016",495.64
"Barren","KONA HAW","Terrestrial","area_km2_2019",494.31
"Barren","KONA HAW","Terrestrial","change_km2_2013_2016",-0.720000000000027
"Barren","KONA HAW","Terrestrial","change_km2_2013_2019",-2.05000000000001
"Barren","KONA HAW","Terrestrial","change_km2_2016_2019",-1.32999999999998
"Barren","KONA HAW","Terrestrial","dir_2013_2016",-1
"Barren","KONA HAW","Terrestrial","dir_2013_2019",-1
"Barren","KONA HAW","Terrestrial","dir_2016_2019",-1
"Barren","KONA HAW","Terrestrial","pct_change_2013_2016",-0.145056007736326
"Barren","KONA HAW","Terrestrial","pct_change_2013_2019",-0.413006688693692
"Barren","KONA HAW","Terrestrial","pct_change_2016_2019",-0.268339924138484
"Barren","KONA KAH","Terrestrial","area_km2_2013",10.22
"Barren","KONA KAH","Terrestrial","area_km2_2016",10.22
"Barren","KONA KAH","Terrestrial","area_km2_2019",10.22
"Barren","KONA KAH","Terrestrial","change_km2_2013_2016",0
"Barren","KONA KAH","Terrestrial","change_km2_2013_2019",0
"Barren","KONA KAH","Terrestrial","change_km2_2016_2019",0
"Barren","KONA KAH","Terrestrial","dir_2013_2016",0
"Barren","KONA KAH","Terrestrial","dir_2013_2019",0
"Barren","KONA KAH","Terrestrial","dir_2016_2019",0
"Barren","KONA KAH","Terrestrial","pct_change_2013_2016",0
"Barren","KONA KAH","Terrestrial","pct_change_2013_2019",0
"Barren","KONA KAH","Terrestrial","pct_change_2016_2019",0
"Barren","KONA KAU","Terrestrial","area_km2_2013",5.9
"Barren","KONA KAU","Terrestrial","area_km2_2016",5.86
"Barren","KONA KAU","Terrestrial","area_km2_2019",5.8
"Barren","KONA KAU","Terrestrial","change_km2_2013_2016",-0.04
"Barren","KONA KAU","Terrestrial","change_km2_2013_2019",-0.100000000000001
"Barren","KONA KAU","Terrestrial","change_km2_2016_2019",-0.0600000000000005
"Barren","KONA KAU","Terrestrial","dir_2013_2016",-1
"Barren","KONA KAU","Terrestrial","dir_2013_2019",-1
"Barren","KONA KAU","Terrestrial","dir_2016_2019",-1
"Barren","KONA KAU","Terrestrial","pct_change_2013_2016",-0.677966101694916
"Barren","KONA KAU","Terrestrial","pct_change_2013_2019",-1.6949152542373
"Barren","KONA KAU","Terrestrial","pct_change_2016_2019",-1.02389078498294
"Barren","KONA LAN","Terrestrial","area_km2_2013",2.76
"Barren","KONA LAN","Terrestrial","area_km2_2016",2.76
"Barren","KONA LAN","Terrestrial","area_km2_2019",2.82
"Barren","KONA LAN","Terrestrial","change_km2_2013_2016",0
"Barren","KONA LAN","Terrestrial","change_km2_2013_2019",0.0600000000000001
"Barren","KONA LAN","Terrestrial","change_km2_2016_2019",0.0600000000000001
"Barren","KONA LAN","Terrestrial","dir_2013_2016",0
"Barren","KONA LAN","Terrestrial","dir_2013_2019",1
"Barren","KONA LAN","Terrestrial","dir_2016_2019",1
"Barren","KONA LAN","Terrestrial","pct_change_2013_2016",0
"Barren","KONA LAN","Terrestrial","pct_change_2013_2019",2.17391304347826
"Barren","KONA LAN","Terrestrial","pct_change_2016_2019",2.17391304347826
"Barren","KONA MOL","Terrestrial","area_km2_2013",1.66
"Barren","KONA MOL","Terrestrial","area_km2_2016",1.57
"Barren","KONA MOL","Terrestrial","area_km2_2019",1.48
"Barren","KONA MOL","Terrestrial","change_km2_2013_2016",-0.0899999999999999
"Barren","KONA MOL","Terrestrial","change_km2_2013_2019",-0.18
"Barren","KONA MOL","Terrestrial","change_km2_2016_2019",-0.0900000000000001
"Barren","KONA MOL","Terrestrial","dir_2013_2016",-1
"Barren","KONA MOL","Terrestrial","dir_2013_2019",-1
"Barren","KONA MOL","Terrestrial","dir_2016_2019",-1
"Barren","KONA MOL","Terrestrial","pct_change_2013_2016",-5.42168674698794
"Barren","KONA MOL","Terrestrial","pct_change_2013_2019",-10.8433734939759
"Barren","KONA MOL","Terrestrial","pct_change_2016_2019",-5.73248407643313
"Barren","KONA OAH","Terrestrial","area_km2_2013",0.16
"Barren","KONA OAH","Terrestrial","area_km2_2016",0.28
"Barren","KONA OAH","Terrestrial","area_km2_2019",0.14
"Barren","KONA OAH","Terrestrial","change_km2_2013_2016",0.12
"Barren","KONA OAH","Terrestrial","change_km2_2013_2019",-0.02
"Barren","KONA OAH","Terrestrial","change_km2_2016_2019",-0.14
"Barren","KONA OAH","Terrestrial","dir_2013_2016",1
"Barren","KONA OAH","Terrestrial","dir_2013_2019",-1
"Barren","KONA OAH","Terrestrial","dir_2016_2019",-1
"Barren","KONA OAH","Terrestrial","pct_change_2013_2016",75
"Barren","KONA OAH","Terrestrial","pct_change_2013_2019",-12.5
"Barren","KONA OAH","Terrestrial","pct_change_2016_2019",-50
"Barren","KOOLAU KAH","Terrestrial","area_km2_2013",8.94
"Barren","KOOLAU KAH","Terrestrial","area_km2_2016",8.93
"Barren","KOOLAU KAH","Terrestrial","area_km2_2019",9.03
"Barren","KOOLAU KAH","Terrestrial","change_km2_2013_2016",-0.00999999999999979
"Barren","KOOLAU KAH","Terrestrial","change_km2_2013_2019",0.0899999999999999
"Barren","KOOLAU KAH","Terrestrial","change_km2_2016_2019",0.0999999999999996
"Barren","KOOLAU KAH","Terrestrial","dir_2013_2016",-1
"Barren","KOOLAU KAH","Terrestrial","dir_2013_2019",1
"Barren","KOOLAU KAH","Terrestrial","dir_2016_2019",1
"Barren","KOOLAU KAH","Terrestrial","pct_change_2013_2016",-0.111856823266217
"Barren","KOOLAU KAH","Terrestrial","pct_change_2013_2019",1.00671140939597
"Barren","KOOLAU KAH","Terrestrial","pct_change_2016_2019",1.11982082866741
"Barren","KOOLAU KAU","Terrestrial","area_km2_2013",0.06
"Barren","KOOLAU KAU","Terrestrial","area_km2_2016",0.06
"Barren","KOOLAU KAU","Terrestrial","area_km2_2019",0.06
"Barren","KOOLAU KAU","Terrestrial","change_km2_2013_2016",0
"Barren","KOOLAU KAU","Terrestrial","change_km2_2013_2019",0
"Barren","KOOLAU KAU","Terrestrial","change_km2_2016_2019",0
"Barren","KOOLAU KAU","Terrestrial","dir_2013_2016",0
"Barren","KOOLAU KAU","Terrestrial","dir_2013_2019",0
"Barren","KOOLAU KAU","Terrestrial","dir_2016_2019",0
"Barren","KOOLAU KAU","Terrestrial","pct_change_2013_2016",0
"Barren","KOOLAU KAU","Terrestrial","pct_change_2013_2019",0
"Barren","KOOLAU KAU","Terrestrial","pct_change_2016_2019",0
"Barren","KOOLAU LAN","Terrestrial","area_km2_2013",3.57
"Barren","KOOLAU LAN","Terrestrial","area_km2_2016",3.54
"Barren","KOOLAU LAN","Terrestrial","area_km2_2019",3.87
"Barren","KOOLAU LAN","Terrestrial","change_km2_2013_2016",-0.0299999999999998
"Barren","KOOLAU LAN","Terrestrial","change_km2_2013_2019",0.3
"Barren","KOOLAU LAN","Terrestrial","change_km2_2016_2019",0.33
"Barren","KOOLAU LAN","Terrestrial","dir_2013_2016",-1
"Barren","KOOLAU LAN","Terrestrial","dir_2013_2019",1
"Barren","KOOLAU LAN","Terrestrial","dir_2016_2019",1
"Barren","KOOLAU LAN","Terrestrial","pct_change_2013_2016",-0.840336134453776
"Barren","KOOLAU LAN","Terrestrial","pct_change_2013_2019",8.40336134453782
"Barren","KOOLAU LAN","Terrestrial","pct_change_2016_2019",9.32203389830509
"Barren","KOOLAU MAU","Terrestrial","area_km2_2013",13.72
"Barren","KOOLAU MAU","Terrestrial","area_km2_2016",13.71
"Barren","KOOLAU MAU","Terrestrial","area_km2_2019",13.65
"Barren","KOOLAU MAU","Terrestrial","change_km2_2013_2016",-0.00999999999999979
"Barren","KOOLAU MAU","Terrestrial","change_km2_2013_2019",-0.0700000000000003
"Barren","KOOLAU MAU","Terrestrial","change_km2_2016_2019",-0.0600000000000005
"Barren","KOOLAU MAU","Terrestrial","dir_2013_2016",-1
"Barren","KOOLAU MAU","Terrestrial","dir_2013_2019",-1
"Barren","KOOLAU MAU","Terrestrial","dir_2016_2019",-1
"Barren","KOOLAU MAU","Terrestrial","pct_change_2013_2016",-0.0728862973760917
"Barren","KOOLAU MAU","Terrestrial","pct_change_2013_2019",-0.510204081632655
"Barren","KOOLAU MAU","Terrestrial","pct_change_2016_2019",-0.437636761487969
"Barren","KOOLAU MOL","Terrestrial","area_km2_2013",1.5
"Barren","KOOLAU MOL","Terrestrial","area_km2_2016",1.49
"Barren","KOOLAU MOL","Terrestrial","area_km2_2019",1.37
"Barren","KOOLAU MOL","Terrestrial","change_km2_2013_2016",-0.01
"Barren","KOOLAU MOL","Terrestrial","change_km2_2013_2019",-0.13
"Barren","KOOLAU MOL","Terrestrial","change_km2_2016_2019",-0.12
"Barren","KOOLAU MOL","Terrestrial","dir_2013_2016",-1
"Barren","KOOLAU MOL","Terrestrial","dir_2013_2019",-1
"Barren","KOOLAU MOL","Terrestrial","dir_2016_2019",-1
"Barren","KOOLAU MOL","Terrestrial","pct_change_2013_2016",-0.666666666666667
"Barren","KOOLAU MOL","Terrestrial","pct_change_2013_2019",-8.66666666666666
"Barren","KOOLAU MOL","Terrestrial","pct_change_2016_2019",-8.05369127516778
"Barren","KOOLAULOA","Terrestrial","area_km2_2013",0.37
"Barren","KOOLAULOA","Terrestrial","area_km2_2016",0.33
"Barren","KOOLAULOA","Terrestrial","area_km2_2019",0.37
"Barren","KOOLAULOA","Terrestrial","change_km2_2013_2016",-0.04
"Barren","KOOLAULOA","Terrestrial","change_km2_2013_2019",0
"Barren","KOOLAULOA","Terrestrial","change_km2_2016_2019",0.04
"Barren","KOOLAULOA","Terrestrial","dir_2013_2016",-1
"Barren","KOOLAULOA","Terrestrial","dir_2013_2019",0
"Barren","KOOLAULOA","Terrestrial","dir_2016_2019",1
"Barren","KOOLAULOA","Terrestrial","pct_change_2013_2016",-10.8108108108108
"Barren","KOOLAULOA","Terrestrial","pct_change_2013_2019",0
"Barren","KOOLAULOA","Terrestrial","pct_change_2016_2019",12.1212121212121
"Barren","KOOLAUPOKO","Terrestrial","area_km2_2013",0.66
"Barren","KOOLAUPOKO","Terrestrial","area_km2_2016",1.18
"Barren","KOOLAUPOKO","Terrestrial","area_km2_2019",0.67
"Barren","KOOLAUPOKO","Terrestrial","change_km2_2013_2016",0.52
"Barren","KOOLAUPOKO","Terrestrial","change_km2_2013_2019",0.01
"Barren","KOOLAUPOKO","Terrestrial","change_km2_2016_2019",-0.51
"Barren","KOOLAUPOKO","Terrestrial","dir_2013_2016",1
"Barren","KOOLAUPOKO","Terrestrial","dir_2013_2019",1
"Barren","KOOLAUPOKO","Terrestrial","dir_2016_2019",-1
"Barren","KOOLAUPOKO","Terrestrial","pct_change_2013_2016",78.7878787878788
"Barren","KOOLAUPOKO","Terrestrial","pct_change_2013_2019",1.51515151515152
"Barren","KOOLAUPOKO","Terrestrial","pct_change_2016_2019",-43.2203389830509
"Barren","KULA","Terrestrial","area_km2_2013",8.67
"Barren","KULA","Terrestrial","area_km2_2016",8.67
"Barren","KULA","Terrestrial","area_km2_2019",8.73
"Barren","KULA","Terrestrial","change_km2_2013_2016",0
"Barren","KULA","Terrestrial","change_km2_2013_2019",0.0600000000000005
"Barren","KULA","Terrestrial","change_km2_2016_2019",0.0600000000000005
"Barren","KULA","Terrestrial","dir_2013_2016",0
"Barren","KULA","Terrestrial","dir_2013_2019",1
"Barren","KULA","Terrestrial","dir_2016_2019",1
"Barren","KULA","Terrestrial","pct_change_2013_2016",0
"Barren","KULA","Terrestrial","pct_change_2013_2019",0.692041522491355
"Barren","KULA","Terrestrial","pct_change_2016_2019",0.692041522491355
"Barren","LAHAINA","Terrestrial","area_km2_2013",0.02
"Barren","LAHAINA","Terrestrial","area_km2_2016",0.03
"Barren","LAHAINA","Terrestrial","area_km2_2019",0.04
"Barren","LAHAINA","Terrestrial","change_km2_2013_2016",0.01
"Barren","LAHAINA","Terrestrial","change_km2_2013_2019",0.02
"Barren","LAHAINA","Terrestrial","change_km2_2016_2019",0.01
"Barren","LAHAINA","Terrestrial","dir_2013_2016",1
"Barren","LAHAINA","Terrestrial","dir_2013_2019",1
"Barren","LAHAINA","Terrestrial","dir_2016_2019",1
"Barren","LAHAINA","Terrestrial","pct_change_2013_2016",50
"Barren","LAHAINA","Terrestrial","pct_change_2013_2019",100
"Barren","LAHAINA","Terrestrial","pct_change_2016_2019",33.3333333333333
"Barren","MANA","Terrestrial","area_km2_2013",1.29
"Barren","MANA","Terrestrial","area_km2_2016",1.26
"Barren","MANA","Terrestrial","area_km2_2019",1.16
"Barren","MANA","Terrestrial","change_km2_2013_2016",-0.03
"Barren","MANA","Terrestrial","change_km2_2013_2019",-0.13
"Barren","MANA","Terrestrial","change_km2_2016_2019",-0.1
"Barren","MANA","Terrestrial","dir_2013_2016",-1
"Barren","MANA","Terrestrial","dir_2013_2019",-1
"Barren","MANA","Terrestrial","dir_2016_2019",-1
"Barren","MANA","Terrestrial","pct_change_2013_2016",-2.32558139534884
"Barren","MANA","Terrestrial","pct_change_2013_2019",-10.077519379845
"Barren","MANA","Terrestrial","pct_change_2016_2019",-7.93650793650794
"Barren","NAPALI","Terrestrial","area_km2_2013",1.34
"Barren","NAPALI","Terrestrial","area_km2_2016",1.33
"Barren","NAPALI","Terrestrial","area_km2_2019",1.29
"Barren","NAPALI","Terrestrial","change_km2_2013_2016",-0.01
"Barren","NAPALI","Terrestrial","change_km2_2013_2019",-0.05
"Barren","NAPALI","Terrestrial","change_km2_2016_2019",-0.04
"Barren","NAPALI","Terrestrial","dir_2013_2016",-1
"Barren","NAPALI","Terrestrial","dir_2013_2019",-1
"Barren","NAPALI","Terrestrial","dir_2016_2019",-1
"Barren","NAPALI","Terrestrial","pct_change_2013_2016",-0.746268656716419
"Barren","NAPALI","Terrestrial","pct_change_2013_2019",-3.73134328358209
"Barren","NAPALI","Terrestrial","pct_change_2016_2019",-3.00751879699248
"Barren","PALAAU","Terrestrial","area_km2_2013",0.06
"Barren","PALAAU","Terrestrial","area_km2_2016",0.06
"Barren","PALAAU","Terrestrial","area_km2_2019",0.05
"Barren","PALAAU","Terrestrial","change_km2_2013_2016",0
"Barren","PALAAU","Terrestrial","change_km2_2013_2019",-0.01
"Barren","PALAAU","Terrestrial","change_km2_2016_2019",-0.01
"Barren","PALAAU","Terrestrial","dir_2013_2016",0
"Barren","PALAAU","Terrestrial","dir_2013_2019",-1
"Barren","PALAAU","Terrestrial","dir_2016_2019",-1
"Barren","PALAAU","Terrestrial","pct_change_2013_2016",0
"Barren","PALAAU","Terrestrial","pct_change_2013_2019",-16.6666666666667
"Barren","PALAAU","Terrestrial","pct_change_2016_2019",-16.6666666666667
"Barren","PUNA HAW","Terrestrial","area_km2_2013",189.79
"Barren","PUNA HAW","Terrestrial","area_km2_2016",203.42
"Barren","PUNA HAW","Terrestrial","area_km2_2019",210.54
"Barren","PUNA HAW","Terrestrial","change_km2_2013_2016",13.63
"Barren","PUNA HAW","Terrestrial","change_km2_2013_2019",20.75
"Barren","PUNA HAW","Terrestrial","change_km2_2016_2019",7.12
"Barren","PUNA HAW","Terrestrial","dir_2013_2016",1
"Barren","PUNA HAW","Terrestrial","dir_2013_2019",1
"Barren","PUNA HAW","Terrestrial","dir_2016_2019",1
"Barren","PUNA HAW","Terrestrial","pct_change_2013_2016",7.18162179250751
"Barren","PUNA HAW","Terrestrial","pct_change_2013_2019",10.9331366246904
"Barren","PUNA HAW","Terrestrial","pct_change_2016_2019",3.50014747812408
"Barren","PUNA KAU","Terrestrial","area_km2_2013",0.34
"Barren","PUNA KAU","Terrestrial","area_km2_2016",0.34
"Barren","PUNA KAU","Terrestrial","area_km2_2019",0.35
"Barren","PUNA KAU","Terrestrial","change_km2_2013_2016",0
"Barren","PUNA KAU","Terrestrial","change_km2_2013_2019",0.00999999999999995
"Barren","PUNA KAU","Terrestrial","change_km2_2016_2019",0.00999999999999995
"Barren","PUNA KAU","Terrestrial","dir_2013_2016",0
"Barren","PUNA KAU","Terrestrial","dir_2013_2019",1
"Barren","PUNA KAU","Terrestrial","dir_2016_2019",1
"Barren","PUNA KAU","Terrestrial","pct_change_2013_2016",0
"Barren","PUNA KAU","Terrestrial","pct_change_2013_2019",2.94117647058822
"Barren","PUNA KAU","Terrestrial","pct_change_2016_2019",2.94117647058822
"Barren","WAIALUA","Terrestrial","area_km2_2013",0.34
"Barren","WAIALUA","Terrestrial","area_km2_2016",0.3
"Barren","WAIALUA","Terrestrial","area_km2_2019",0.32
"Barren","WAIALUA","Terrestrial","change_km2_2013_2016",-0.04
"Barren","WAIALUA","Terrestrial","change_km2_2013_2019",-0.02
"Barren","WAIALUA","Terrestrial","change_km2_2016_2019",0.02
"Barren","WAIALUA","Terrestrial","dir_2013_2016",-1
"Barren","WAIALUA","Terrestrial","dir_2013_2019",-1
"Barren","WAIALUA","Terrestrial","dir_2016_2019",1
"Barren","WAIALUA","Terrestrial","pct_change_2013_2016",-11.764705882353
"Barren","WAIALUA","Terrestrial","pct_change_2013_2019",-5.88235294117648
"Barren","WAIALUA","Terrestrial","pct_change_2016_2019",6.66666666666667
"Barren","WAIANAE","Terrestrial","area_km2_2013",0.75
"Barren","WAIANAE","Terrestrial","area_km2_2016",0.66
"Barren","WAIANAE","Terrestrial","area_km2_2019",0.59
"Barren","WAIANAE","Terrestrial","change_km2_2013_2016",-0.09
"Barren","WAIANAE","Terrestrial","change_km2_2013_2019",-0.16
"Barren","WAIANAE","Terrestrial","change_km2_2016_2019",-0.0700000000000001
"Barren","WAIANAE","Terrestrial","dir_2013_2016",-1
"Barren","WAIANAE","Terrestrial","dir_2013_2019",-1
"Barren","WAIANAE","Terrestrial","dir_2016_2019",-1
"Barren","WAIANAE","Terrestrial","pct_change_2013_2016",-12
"Barren","WAIANAE","Terrestrial","pct_change_2013_2019",-21.3333333333333
"Barren","WAIANAE","Terrestrial","pct_change_2016_2019",-10.6060606060606
"Barren","WAILUKU","Terrestrial","area_km2_2013",0.24
"Barren","WAILUKU","Terrestrial","area_km2_2016",0.24
"Barren","WAILUKU","Terrestrial","area_km2_2019",0.23
"Barren","WAILUKU","Terrestrial","change_km2_2013_2016",0
"Barren","WAILUKU","Terrestrial","change_km2_2013_2019",-0.00999999999999998
"Barren","WAILUKU","Terrestrial","change_km2_2016_2019",-0.00999999999999998
"Barren","WAILUKU","Terrestrial","dir_2013_2016",0
"Barren","WAILUKU","Terrestrial","dir_2013_2019",-1
"Barren","WAILUKU","Terrestrial","dir_2016_2019",-1
"Barren","WAILUKU","Terrestrial","pct_change_2013_2016",0
"Barren","WAILUKU","Terrestrial","pct_change_2013_2019",-4.16666666666666
"Barren","WAILUKU","Terrestrial","pct_change_2016_2019",-4.16666666666666
"Beaches/Dunes","EWA","Terrestrial","area_km2_2013",0.2
"Beaches/Dunes","EWA","Terrestrial","area_km2_2016",0.2
"Beaches/Dunes","EWA","Terrestrial","area_km2_2019",0.2
"Beaches/Dunes","EWA","Terrestrial","change_km2_2013_2016",0
"Beaches/Dunes","EWA","Terrestrial","change_km2_2013_2019",0
"Beaches/Dunes","EWA","Terrestrial","change_km2_2016_2019",0
"Beaches/Dunes","EWA","Terrestrial","dir_2013_2016",0
"Beaches/Dunes","EWA","Terrestrial","dir_2013_2019",0
"Beaches/Dunes","EWA","Terrestrial","dir_2016_2019",0
"Beaches/Dunes","EWA","Terrestrial","pct_change_2013_2016",0
"Beaches/Dunes","EWA","Terrestrial","pct_change_2013_2019",0
"Beaches/Dunes","EWA","Terrestrial","pct_change_2016_2019",0
"Beaches/Dunes","HALELEA","Terrestrial","area_km2_2013",0.23
"Beaches/Dunes","HALELEA","Terrestrial","area_km2_2016",0.23
"Beaches/Dunes","HALELEA","Terrestrial","area_km2_2019",0.23
"Beaches/Dunes","HALELEA","Terrestrial","change_km2_2013_2016",0
"Beaches/Dunes","HALELEA","Terrestrial","change_km2_2013_2019",0
"Beaches/Dunes","HALELEA","Terrestrial","change_km2_2016_2019",0
"Beaches/Dunes","HALELEA","Terrestrial","dir_2013_2016",0
"Beaches/Dunes","HALELEA","Terrestrial","dir_2013_2019",0
"Beaches/Dunes","HALELEA","Terrestrial","dir_2016_2019",0
"Beaches/Dunes","HALELEA","Terrestrial","pct_change_2013_2016",0
"Beaches/Dunes","HALELEA","Terrestrial","pct_change_2013_2019",0
"Beaches/Dunes","HALELEA","Terrestrial","pct_change_2016_2019",0
"Beaches/Dunes","HAMAKUALOA","Terrestrial","area_km2_2013",0.05
"Beaches/Dunes","HAMAKUALOA","Terrestrial","area_km2_2016",0.05
"Beaches/Dunes","HAMAKUALOA","Terrestrial","area_km2_2019",0.05
"Beaches/Dunes","HAMAKUALOA","Terrestrial","change_km2_2013_2016",0
"Beaches/Dunes","HAMAKUALOA","Terrestrial","change_km2_2013_2019",0
"Beaches/Dunes","HAMAKUALOA","Terrestrial","change_km2_2016_2019",0
"Beaches/Dunes","HAMAKUALOA","Terrestrial","dir_2013_2016",0
"Beaches/Dunes","HAMAKUALOA","Terrestrial","dir_2013_2019",0
"Beaches/Dunes","HAMAKUALOA","Terrestrial","dir_2016_2019",0
"Beaches/Dunes","HAMAKUALOA","Terrestrial","pct_change_2013_2016",0
"Beaches/Dunes","HAMAKUALOA","Terrestrial","pct_change_2013_2019",0
"Beaches/Dunes","HAMAKUALOA","Terrestrial","pct_change_2016_2019",0
"Beaches/Dunes","HAMAKUAPOKO","Terrestrial","area_km2_2013",0.24
"Beaches/Dunes","HAMAKUAPOKO","Terrestrial","area_km2_2016",0.24
"Beaches/Dunes","HAMAKUAPOKO","Terrestrial","area_km2_2019",0.24
"Beaches/Dunes","HAMAKUAPOKO","Terrestrial","change_km2_2013_2016",0
"Beaches/Dunes","HAMAKUAPOKO","Terrestrial","change_km2_2013_2019",0
"Beaches/Dunes","HAMAKUAPOKO","Terrestrial","change_km2_2016_2019",0
"Beaches/Dunes","HAMAKUAPOKO","Terrestrial","dir_2013_2016",0
"Beaches/Dunes","HAMAKUAPOKO","Terrestrial","dir_2013_2019",0
"Beaches/Dunes","HAMAKUAPOKO","Terrestrial","dir_2016_2019",0
"Beaches/Dunes","HAMAKUAPOKO","Terrestrial","pct_change_2013_2016",0
"Beaches/Dunes","HAMAKUAPOKO","Terrestrial","pct_change_2013_2019",0
"Beaches/Dunes","HAMAKUAPOKO","Terrestrial","pct_change_2016_2019",0
"Beaches/Dunes","HANA","Terrestrial","area_km2_2013",0.02
"Beaches/Dunes","HANA","Terrestrial","area_km2_2016",0.02
"Beaches/Dunes","HANA","Terrestrial","area_km2_2019",0.02
"Beaches/Dunes","HANA","Terrestrial","change_km2_2013_2016",0
"Beaches/Dunes","HANA","Terrestrial","change_km2_2013_2019",0
"Beaches/Dunes","HANA","Terrestrial","change_km2_2016_2019",0
"Beaches/Dunes","HANA","Terrestrial","dir_2013_2016",0
"Beaches/Dunes","HANA","Terrestrial","dir_2013_2019",0
"Beaches/Dunes","HANA","Terrestrial","dir_2016_2019",0
"Beaches/Dunes","HANA","Terrestrial","pct_change_2013_2016",0
"Beaches/Dunes","HANA","Terrestrial","pct_change_2013_2019",0
"Beaches/Dunes","HANA","Terrestrial","pct_change_2016_2019",0
"Beaches/Dunes","HILO","Terrestrial","area_km2_2013",0.05
"Beaches/Dunes","HILO","Terrestrial","area_km2_2016",0.05
"Beaches/Dunes","HILO","Terrestrial","area_km2_2019",0.05
"Beaches/Dunes","HILO","Terrestrial","change_km2_2013_2016",0
"Beaches/Dunes","HILO","Terrestrial","change_km2_2013_2019",0
"Beaches/Dunes","HILO","Terrestrial","change_km2_2016_2019",0
"Beaches/Dunes","HILO","Terrestrial","dir_2013_2016",0
"Beaches/Dunes","HILO","Terrestrial","dir_2013_2019",0
"Beaches/Dunes","HILO","Terrestrial","dir_2016_2019",0
"Beaches/Dunes","HILO","Terrestrial","pct_change_2013_2016",0
"Beaches/Dunes","HILO","Terrestrial","pct_change_2013_2019",0
"Beaches/Dunes","HILO","Terrestrial","pct_change_2016_2019",0
"Beaches/Dunes","HONUAULA","Terrestrial","area_km2_2013",0.09
"Beaches/Dunes","HONUAULA","Terrestrial","area_km2_2016",0.09
"Beaches/Dunes","HONUAULA","Terrestrial","area_km2_2019",0.09
"Beaches/Dunes","HONUAULA","Terrestrial","change_km2_2013_2016",0
"Beaches/Dunes","HONUAULA","Terrestrial","change_km2_2013_2019",0
"Beaches/Dunes","HONUAULA","Terrestrial","change_km2_2016_2019",0
"Beaches/Dunes","HONUAULA","Terrestrial","dir_2013_2016",0
"Beaches/Dunes","HONUAULA","Terrestrial","dir_2013_2019",0
"Beaches/Dunes","HONUAULA","Terrestrial","dir_2016_2019",0
"Beaches/Dunes","HONUAULA","Terrestrial","pct_change_2013_2016",0
"Beaches/Dunes","HONUAULA","Terrestrial","pct_change_2013_2019",0
"Beaches/Dunes","HONUAULA","Terrestrial","pct_change_2016_2019",0
"Beaches/Dunes","KAANAPALI","Terrestrial","area_km2_2013",0.07
"Beaches/Dunes","KAANAPALI","Terrestrial","area_km2_2016",0.07
"Beaches/Dunes","KAANAPALI","Terrestrial","area_km2_2019",0.07
"Beaches/Dunes","KAANAPALI","Terrestrial","change_km2_2013_2016",0
